id_unique;stocking_bs_jp;id_fire;time_since_fire;latitude;longitude;seasonality_real_date;seasonality_adjusted;CBI;sphagnum_cover;ericaceous_cover;rom_med;age;basal_area_prefire_bs;prefire_bs_proportion;seedlings_ha_bs;seedlings_ha_jp;seedlings_ha_bl
20172005182;1;2005_5;12;51.130945;-71.031971;2005-06-04;58;2.011691306;0;50.9259259;140;267;5.660246554;100;500;0;0
20172005179;1;2005_5;12;51.134754;-71.033068;2005-06-04;58;2.355509222;0;38.8888889;156;300;7.430331636;100;250;0;0
20172005176;1;2005_5;12;51.134235;-71.032948;2005-06-04;58;2.443366986;0;29.6296296;100;307;7.497279148;100;500;0;0
20202005MB064;1;2005_6;15;50.56208;-68.76583;2005-06-02;45;1.528406305;1.098901099;39.8148148;220;185;14.20661734;73.75964138;1000;0;0
20182007D060;1;2007_2;11;50.15095;-71.99707;2007-06-19;67;2.101759037;0;47.2222222;160.7;102;10.7189975;100;1500;0;0
20192007R022;1;2007_2;12;50.15089;-71.97327;2007-06-18;67;1.970280431;3.296703297;44.4444444;195;100;4.172761212;100;500;250;0
20192007X016;1;2007_2;12;50.13507;-71.97062;2007-06-19;69;1.873736669;0;55.5555556;260;94;7.576482448;100;1000;0;0
20192007X037;1;2007_2;12;50.17063;-71.92043;2007-06-18;66;2.228330302;0;34.2592593;101;100;8.17739065;88.70991269;250;250;0
20192007P050;1;2007_2;12;50.14534;-71.9677;2007-06-19;68;2.102298863;0;52.7777778;200;97;8.752988607;99.99709286;1250;0;0
20192007P037;1;2007_2;12;50.17374;-71.9197;2007-06-18;66;1.823478678;0;21.2962963;110;95;8.83607903;99.99911115;250;250;0
20172007123;1;2007_3;10;51.084111;-71.174168;2007-06-16;66;1.892349476;0;13.8888889;110;192;11.15966478;86.38720935;250;0;0
20172007120;1;2007_3;10;51.080304;-71.174286;2007-06-16;66;1.958668715;0;37.037037;120;152;5.516916279;100;250;0;0
20192007P084;1;2007_4;12;50.64622;-70.16629;2007-06-19;70;2.108106292;0;42.5925926;121;253.5;1.432597039;100;250;0;0
20192007P079;1;2007_4;12;50.58535;-70.22659;2007-06-16;67;1.456426978;0;32.4074074;90;154;10.70303428;100;250;1000;0
20192007P091;1;2007_4;12;50.50964;-70.15556;2007-06-16;68;1.698918788;0;74.0740741;230;194;13.12984105;100;250;500;0
20192007P094;1;2007_4;12;50.51084;-70.1513;2007-06-16;68;1.891966264;0;43.5185185;138.5;197;5.38009111;85.45008922;250;250;0
20192007P072;1;2007_4;12;50.64408;-70.16451;2007-06-19;70;2.187081261;0;30.5555556;85.7;262.5;6.110395243;100;250;0;0
20202007UB107;1;2007_5;13;51.83571;-68.22967;2007-06-16;68;1.892066471;0;34.2592593;131;121;6.362530072;100;250;0;0
20202009MC019;1;2009_1;11;50.642399;-68.3563;2009-06-25;74;2.385724847;0;4.6296296;270;121;30.82796045;98.64236418;250;0;0
20182010D052;1;2010_1;8;50.75028;-71.70057;2010-06-24;90;2.234491941;1.098901099;26.8518519;116.3;151;11.38021173;100;750;0;0
20182010F033;1;2010_1;8;50.73405;-71.67313;2010-06-24;90;2.290325979;0;33.3333333;90;127;13.68343136;100;1250;0;0
20182010D054;1;2010_1;8;50.72753;-71.83839;2010-06-23;89;2.184271822;0;22.2222222;70;117;3.438996613;83.15621171;250;2500;0
20182010F003;1;2010_1;8;50.70132;-71.7935;2010-06-22;88;2.201454597;0;20.3703704;82;110;3.978211782;92.2098304;250;2750;0
20182010D044;1;2010_1;8;50.71596;-71.73824;2010-06-22;88;2.169343847;0;35.1851852;100;207;4.881194361;100;2750;0;0
20182010D050;1;2010_1;8;50.72014;-71.73346;2010-06-22;88;2.294832247;0;42.5925926;220;205;5.138225362;100;250;0;0
20172010196;1;2010_1;7;50.71243;-71.832412;2010-06-23;89;2.407827193;0;24.0740741;84;105;5.246755641;67.91311392;1250;9500;0
20182010D034;1;2010_1;8;50.72564;-71.67066;2010-06-24;90;2.128644767;5.494505495;15.7407407;90;146;5.433922306;100;1750;0;0
20182010F068;1;2010_1;8;50.83916;-71.57279;2010-06-25;91;2.341081611;0;38.8888889;94.44444444;229;5.765922712;93.31863061;500;0;0
20182010D008;1;2010_1;8;50.72852;-71.74204;2010-06-22;88;2.451514808;2.197802198;22.2222222;150;325;5.805585324;100;1000;0;0
20182010D043;1;2010_1;8;50.729;-71.6749;2010-06-24;90;2.226816444;0;19.4444444;107;133.5;5.820253422;100;1750;250;0
20182010D048;1;2010_1;8;50.71864;-71.73497;2010-06-22;88;2.236183697;0;31.4814815;91.1;199;6.429011678;100;500;0;0
20182010F061;1;2010_1;8;50.74918;-71.69997;2010-06-24;90;1.909414235;0;30.5555556;100;151;7.356781425;92.44392019;1750;250;0
20182010D038;1;2010_1;8;50.70239;-71.72738;2010-06-22;88;1.978858278;0;25;120;204;8.001830579;100;250;0;0
20182010F062;1;2010_1;8;50.74938;-71.70108;2010-06-24;90;2.008753276;0;29.6296296;80;140;9.370233092;100;500;0;0
20202011MG037;1;2011_1;9;50.63326;-67.68129;2011-06-15;49;2.555561684;0;61.1111111;260;264;9.346862781;99.99727757;250;0;0
20202013MF046;1;2013_1;7;50.39088;-67.97249;2013-07-09;79;2.481128578;0;12.962963;110;205;11.39106279;99.99776611;250;0;0
20202013UA084;1;2013_2;7;51.74102;-68.04469;2013-07-10;93;1.783420689;0;2.7777778;30;120.5;3.705292959;65.57883507;250;17000;0
20202013UA099;1;2013_2;7;51.68709;-68.10789;2013-07-10;92;1.579605655;0;8.3333333;41;122;4.920108487;99.99974459;250;0;0
20202013UA075;1;2013_2;7;51.75824;-68.00799;2013-07-10;92;2.158387828;0;40.7407407;88.1;120.5;5.077697861;86.86953121;250;2500;0
20202013UA072;1;2013_2;7;51.75848;-67.9984;2013-07-10;92;1.739256244;1.098901099;60.1851852;53.5;111.5;6.784702838;96.96485029;250;0;0
20202013UA078;1;2013_2;7;51.75795;-68.01176;2013-07-10;93;2.229612641;0;52.7777778;85;123;6.914976845;94.01765961;500;250;0
20202016ME055;1;2016_1;4;50.6042;-68.44297;2016-06-12;47;1.886115319;6.593406593;40.7407407;261.5;117;10.94098168;100;500;0;0
20202016ME053;1;2016_1;4;50.60527;-68.44308;2016-06-12;47;1.845797742;0;35.1851852;261;129;8.157519289;100;250;0;0
2017199515;2;1995_1;22;50.24740993;-70.97706992;1995-08-11;105;2.224537679;1.098901099;100;230;250;9.184654443;80.53255235;3000;0;0
20192005R033;2;2005_1;14;50.04584;-73.19498;2005-06-05;39;1.778781543;0;77.7777778;220;178;12.18091818;100;500;0;0
20192005X032;2;2005_2;14;50.50749;-72.59881;2005-06-03;34;2.229996246;0;70.3703704;230;93;6.64704216;99.97500411;500;0;0
20192005X020;2;2005_2;14;50.49131;-72.68657;2005-06-02;38;2.50897328;2.197802198;55.5555556;100;120;6.941566503;76.03913028;750;0;0
20192005P019;2;2005_2;14;50.49292;-72.68545;2005-06-02;37;2.544530659;0;34.2592593;108;118;9.04910024;95.13946645;750;0;0
20192005X009;2;2005_3;14;50.25221;-72.36399;2005-06-03;34;1.946419767;0;43.5185185;180;149;12.14096182;95.28090402;1500;1500;0
20192005P010;2;2005_3;14;50.2493;-72.35906;2005-06-03;34;2.442320668;0;78.7037037;310;144;18.26410958;90.41171912;500;0;0
20182005F079;2;2005_4;13;50.32744;-72.06548;2005-06-04;39;2.245290772;0;26.8518519;80;94;1.371451429;60.05474511;1250;1250;250
20182005F083;2;2005_4;13;50.24874;-72.08715;2005-06-05;40;2.42831674;1.098901099;57.4074074;160;98;4.774168141;57.22965802;1250;3500;0
20182005D062;2;2005_4;13;50.32915;-72.05573;2005-06-04;38;2.481745344;0;41.6666667;180.5;88;5.497252893;65.73832306;1250;4750;0
20182005D076;2;2005_4;13;50.25261;-72.08607;2005-06-05;40;2.347602469;4.395604396;59.2592593;140;96;6.230985291;65.07707129;4250;4750;0
20182005F090;2;2005_4;13;50.28093;-72.13078;2005-06-05;45;2.364650559;0;23.1481481;100;94;6.632249184;68.72926998;500;250;0
20182005F084;2;2005_4;13;50.24739;-72.08823;2005-06-05;40;2.324344796;0;43.5185185;227;97;6.920178539;56.34832929;1750;1000;0
20182005F076;2;2005_4;13;50.33047;-72.05235;2005-06-04;38;2.299177769;9.89010989;32.4074074;120;90;7.408751228;57.45838672;750;4000;0
20182005D083;2;2005_4;13;50.28207;-72.12841;2005-06-05;45;2.368323483;0;44.4444444;120;91;7.540340777;52.66656661;1500;1250;0
20182005F075;2;2005_4;13;50.33012;-72.0516;2005-06-04;38;2.410113327;0;50.9259259;110;91;8.445882968;59.2826509;500;750;0
20172005172;2;2005_5;12;51.103611;-71.017985;2005-06-04;57;1.892652284;0;52.7777778;182;286;5.094560584;100;9000;0;0
20172005165;2;2005_5;12;51.101314;-71.016154;2005-06-04;58;1.711721876;0;49.0740741;160;325;5.651333068;100;750;0;0
20172005178;2;2005_5;12;51.134722;-71.032325;2005-06-04;58;2.265522795;0;37.037037;180;292;6.700986437;100;500;0;0
20192007R046;2;2007_1;12;49.82397;-73.58256;2007-06-22;68;2.212639489;6.593406593;61.1111111;170;218;10.57115728;100;1000;0;0
20192007R045;2;2007_1;12;49.82307;-73.58182;2007-06-22;68;2.337933015;3.296703297;79.6296296;231;230;15.65002932;100;750;0;0
20192007R043;2;2007_1;12;49.82388;-73.54636;2007-06-22;69;2.095346034;0;36.1111111;125;142;5.314910909;69.60943894;500;250;0
20192007P061;2;2007_1;12;49.90848;-73.54733;2007-06-22;70;1.827535588;0;19.4444444;110;191.5;5.476319674;79.40749808;1500;250;250
20192007P021;2;2007_2;12;50.13431;-71.97112;2007-06-19;69;2.355180576;0;0;290;216;10.00652348;99.9999686;1250;0;0
20192007P039;2;2007_2;12;50.16766;-71.92078;2007-06-18;66;2.411999732;0;41.6666667;150;98;10.63203115;99.9999409;500;0;0
20192007R014;2;2007_2;12;50.17063;-71.91886;2007-06-18;66;2.008442598;0;65.7407407;150;102;10.66504929;99.99997054;1250;0;0
20192007X038;2;2007_2;12;50.16862;-71.92034;2007-06-18;66;2.377395558;0;43.5185185;120;102;14.54200517;99.99894144;1000;0;0
20192007R016;2;2007_2;12;50.16906;-71.91899;2007-06-18;66;2.439324825;0;72.2222222;160;99;15.24973696;99.99967039;500;0;0
20192007P003;2;2007_2;12;50.15612;-71.99805;2007-06-19;67;2.515951491;0;48.1481481;258;101;3.556578586;100;1250;0;0
20192007R024;2;2007_2;12;50.15303;-71.97128;2007-06-18;67;1.801902568;0;37.037037;230;100;3.759017341;89.10470246;1000;1500;250
20182007F073;2;2007_2;11;50.15194;-71.99961;2007-06-19;67;2.264083044;4.395604396;52.7777778;185;99;6.256471464;97.4669678;500;0;0
20192007R023;2;2007_2;12;50.15115;-71.97161;2007-06-18;67;1.890415016;0;39.8148148;234.5;101;6.759978501;100;1750;0;0
20182007F072;2;2007_2;11;50.151;-71.99928;2007-06-19;67;2.149697859;0;54.6296296;206;97;8.063840913;100;1250;0;0
20172007119;2;2007_3;10;51.07983;-71.174918;2007-06-16;66;1.734393609;1.098901099;30.5555556;97;196;13.4808701;100;1250;0;0
20172007109;2;2007_3;10;51.096265;-71.099644;2007-06-16;66;2.077200294;2.197802198;39.8148148;155;182;9.757012114;100;500;250;0
20192007P076;2;2007_4;12;50.58839;-70.22608;2007-06-16;67;1.73403609;0;23.1481481;80;199;6.441168073;73.11243456;750;250;0
20202007UB091;2;2007_5;13;51.89637;-68.26201;2007-06-16;68;1.71020126;1.098901099;24.0740741;90;201;10.52441823;100;750;0;0
20202007UB105;2;2007_5;13;51.83265;-68.23152;2007-06-16;68;1.648452076;5.494505495;22.2222222;130;165;5.720353121;100;3500;0;0
20202009MC010;2;2009_1;11;50.66191;-68.36607;2009-06-25;74;1.971064683;0;35.1851852;103;124;0.169822737;100;1000;0;1250
20202009MC016;2;2009_1;11;50.65871;-68.36182;2009-06-25;75;2.238937068;2.197802198;16.6666667;260;119;0.175957482;100;750;0;0
20202009MC008;2;2009_1;11;50.66242;-68.3685;2009-06-25;73;2.231465966;0;33.3333333;103;116;0.528180323;72.8883513;1250;0;750
20182010F026;2;2010_1;8;50.82894;-71.65147;2010-06-23;89;2.523515543;0;33.3333333;140;145;12.2110971;97.15095961;500;0;0
20182010F011;2;2010_1;8;50.728337;-71.687909;2010-06-24;90;2.335457459;0;19.4444444;114.5;148;12.26248179;95.77413166;500;0;0
20182010D016;2;2010_1;8;50.72684;-71.6926;2010-06-24;90;2.083892913;1.098901099;29.6296296;170;140;19.70156116;98.60831273;6500;0;0
20182010F059;2;2010_1;8;50.71553;-71.73468;2010-06-22;88;2.116528097;0;19.4444444;100;198;4.748027731;100;500;0;0
20182010F046;2;2010_1;8;50.70048;-71.72733;2010-06-22;88;2.080935506;0;30.5555556;110;222;5.318199371;100;750;0;0
20182010F052;2;2010_1;8;50.70506;-71.72768;2010-06-22;88;2.067865846;0;17.5925926;110;206;5.383986685;100;750;0;0
20182010F056;2;2010_1;8;50.71605;-71.73657;2010-06-22;88;2.082887341;0;23.1481481;80;207;5.765570069;100;1000;0;0
20172010197;2;2010_1;7;50.713026;-71.832488;2010-06-23;89;2.00019268;0;30.5555556;99;104;5.821997038;67.57829835;500;4250;0
20182010F051;2;2010_1;8;50.70502;-71.72899;2010-06-22;88;2.019460033;0;17.5925926;80;199;6.390164311;100;750;0;0
20182010F014;2;2010_1;8;50.72643;-71.69143;2010-06-24;90;2.51496084;1.098901099;32.4074074;150;157;6.616885223;100;1000;0;0
20182010F050;2;2010_1;8;50.70387;-71.72921;2010-06-22;88;2.318658625;0;25;90;205;6.910209479;100;1000;0;0
20182010F006;2;2010_1;8;50.72919;-71.74298;2010-06-22;88;1.900509436;0;27.7777778;120.9444444;318;7.578944672;94.68786735;750;0;0
20182010D055;2;2010_1;8;50.72657;-71.83839;2010-06-23;89;2.110789486;0;43.5185185;128;189;8.539883358;99.83513404;750;750;0
20202013MF047;2;2013_1;7;50.38871;-67.9754;2013-07-09;80;2.516610048;0;4.6296296;90;217;15.20177583;83.96031918;500;0;1250
20202013MF050;2;2013_1;7;50.39706;-67.96951;2013-07-09;79;2.399289386;0;12.037037;85;204;6.792941665;62.28614041;500;0;3000
20202013UA111;2;2013_2;7;51.75786;-68.09117;2013-07-10;92;1.767395605;0;36.1111111;244;140.5;13.74174875;94.08934697;2750;7500;0
20202013UA103;2;2013_2;7;51.68822;-68.10637;2013-07-10;92;1.7322164;0;12.962963;70;80.5;7.988317802;80.26458719;2750;4000;0
20202016ME054;2;2016_1;4;50.60405;-68.44153;2016-06-12;47;2.050426457;7.692307692;25.9259259;300;124;13.11879286;93.45682219;750;0;0
20202016ME006;2;2016_1;4;50.59798;-68.4436;2016-06-12;47;1.442414587;0;25.9259259;200;130;22.75455731;98.58437233;500;0;0
2017199514;3;1995_1;22;50.24840998;-70.97658997;1995-08-11;105;2.254084399;6.593406593;88.8888889;250;231;11.57321704;96.78170981;9750;0;750
2017199513;3;1995_1;22;50.24905999;-70.97530997;1995-08-11;105;2.356726844;13.18681319;72.2222222;287;277;6.053130322;100;2750;0;0
20192005R034;3;2005_1;14;50.04683;-73.19476;2005-06-05;40;1.971874282;0;0;175;196;13.91305589;100;1500;0;0
20192005P057;3;2005_1;14;50.0197;-73.22321;2005-06-06;38;2.00516733;3.296703297;11.1111111;140;85;5.959393005;99.84651416;7000;6750;0
20192005R035;3;2005_1;14;50.0183;-73.22639;2005-06-06;38;2.056863771;0;48.1481481;125;92;8.273800641;63.35461667;750;500;0
20192005P056;3;2005_1;14;50.0195;-73.2247;2005-06-06;38;1.898376721;0;11.1111111;95;86.5;8.919343024;97.73453684;1500;1000;250
20192005R009;3;2005_2;14;50.50383;-72.60281;2005-06-03;38;1.998057435;30.76923077;52.7777778;304;101.5;5.86447527;94.72239313;5750;250;0
20192005X022;3;2005_2;14;50.4935;-72.68347;2005-06-02;39;2.34178916;1.098901099;53.7037037;180;123;8.978515715;100;1500;0;0
20192005P023;3;2005_2;14;50.49188;-72.68474;2005-06-02;39;2.43062563;1.098901099;49.0740741;180;118;8.987539155;96.80053672;5750;500;0
20192005P044;3;2005_2;14;50.48602;-72.63058;2005-06-02;39;2.103450867;5.494505495;21.2962963;90;207;9.941868714;99.98859384;3250;1000;0
20192005P046;3;2005_3;14;50.24669;-72.365;2005-06-03;34;2.461942989;6.593406593;62.037037;214.5;145;13.80315826;79.03546799;3250;250;0
20192005R027;3;2005_3;14;50.2447;-72.35532;2005-06-03;34;2.530153786;8.791208791;87.962963;311;149;14.88498544;93.28509638;5250;3500;0
20192005X012;3;2005_3;14;50.26084;-72.34441;2005-06-03;36;2.607907091;0;29.6296296;200;169;17.84568081;85.22540422;750;0;0
20192005X013;3;2005_3;14;50.26056;-72.34032;2005-06-03;36;2.32903946;0;65.7407407;256;172;18.50766551;95.3758398;750;0;250
20192005X010;3;2005_3;14;50.25258;-72.36593;2005-06-03;34;2.087718809;16.48351648;41.6666667;82;142;3.732703358;70.21132573;4750;1500;0
20192005P008;3;2005_3;13;50.24906;-72.36152;2005-06-03;34;1.899081625;3.296703297;74.0740741;200;141;7.571589418;95.55075225;7750;1750;0
20192005P007;3;2005_3;14;50.2499;-72.35937;2005-06-03;34;2.246339952;6.593406593;45.3703704;154;141;9.450747408;100;4250;0;0
20182005F081;3;2005_4;13;50.32899;-72.06418;2005-06-04;38;2.193871109;0;46.2962963;74;89;2.411442804;80.22839798;750;2000;0
20182005D082;3;2005_4;13;50.28189;-72.12984;2005-06-05;45;2.406601934;0;43.5185185;159;91;3.220795701;86.00458583;4500;2500;0
20182005D067;3;2005_4;13;50.32672;-72.06619;2005-06-04;38;2.515920384;0;38.8888889;75.5;92;4.29504929;50.0100411;750;0;0
20182005D066;3;2005_4;13;50.32919;-72.05995;2005-06-04;38;2.4102775;12.08791209;51.8518519;160;87;5.79615976;58.90810967;3750;6250;0
20182005F077;3;2005_4;13;50.32848;-72.06066;2005-06-04;38;2.524157623;0;39.8148148;100;96;9.639093762;63.97710208;750;1250;0
20172005181;3;2005_5;12;51.130388;-71.031535;2005-06-04;58;2.073318685;0;25.9259259;144;232;10.88892946;100;750;0;0
20172005168;3;2005_5;12;51.101623;-71.017271;2005-06-04;57;1.448530834;0;41.6666667;160;282;10.95676215;100;1250;0;0
20172005175;3;2005_5;12;51.134198;-71.032117;2005-06-04;58;2.524185584;0;41.6666667;130;358;6.385386106;100;750;0;0
20192007P060;3;2007_1;12;49.90945;-73.54724;2007-06-22;70;1.856864789;0;38.8888889;100.5555556;191.5;9.182777379;81.23066478;1500;0;250
20192007X030;3;2007_2;12;50.22241;-71.93791;2007-06-19;68;2.352784964;0;75.9259259;150;100;10.01885737;93.65939515;1750;0;2500
20192007X031;3;2007_2;12;50.22192;-71.93911;2007-06-19;68;1.815546401;0;62.037037;135;166;10.67673837;99.99997058;1500;0;500
20192007P041;3;2007_2;12;50.19439;-71.9389;2007-06-19;68;1.754593179;4.395604396;64.8148148;190;185;10.79592413;100;2750;0;0
20192007P022;3;2007_2;12;50.13985;-71.97072;2007-06-19;69;2.236156534;1.098901099;45.3703704;170;100;11.8904889;100;2500;0;0
20192007X036;3;2007_2;12;50.17188;-71.91981;2007-06-18;66;1.795299918;0;37.037037;100;96;2.867269885;64.35647858;1750;2250;0
20192007R021;3;2007_2;12;50.17113;-71.93505;2007-06-18;67;2.44100734;2.197802198;23.1481481;80;100;5.004860813;83.18165436;2250;2250;250
20192007R015;3;2007_2;12;50.16961;-71.92033;2007-06-18;66;2.393276971;0;44.4444444;125;95;6.855152276;91.27731561;1500;0;750
20172007104;3;2007_3;10;51.103558;-71.079529;2007-06-16;67;1.982960578;0;3.7037037;55;176;1.940800798;100;1500;2000;0
20172007125;3;2007_3;10;51.076962;-71.174808;2007-06-16;66;2.097382294;0;30.5555556;110;192;11.89936551;94.77822542;1500;0;0
20172007106;3;2007_3;10;51.10312;-71.076254;2007-06-16;66;2.103143126;0;6.4814815;60;191;3.486360038;73.13815309;1500;3500;0
20172007144;3;2007_3;10;51.071007;-71.170442;2007-06-16;66;1.888052425;1.098901099;28.7037037;141;63;5.176258312;99.98246299;3000;0;250
20172007105;3;2007_3;10;51.102607;-71.075818;2007-06-16;66;2.258638358;0;12.037037;80;171;6.587666088;96.3959309;1000;750;0
20192007P082;3;2007_4;12;50.58545;-70.23388;2007-06-16;67;1.676631427;0;69.4444444;145;165;12.21079786;100;4250;0;0
20202007UB110;3;2007_5;13;51.83361;-68.23558;2007-06-16;68;1.949582094;0;7.4074074;41;66.5;7.108267282;69.52614807;750;500;0
20202009MC014;3;2009_1;11;50.65972;-68.3633;2009-06-25;75;2.010559732;6.593406593;18.5185185;110;119;0.593234075;99.935963;1500;250;0
20202009MC009;3;2009_1;11;50.66309;-68.35604;2009-06-25;75;2.163162572;0;2.7777778;260.6;118;6.111910276;100;4000;0;0
20182010F060;3;2010_1;8;50.72109;-71.73939;2010-06-22;88;2.441297556;0;54.6296296;160;297;10.65161034;100;1000;0;0
20182010F036;3;2010_1;8;50.82811;-71.6516;2010-06-23;89;2.472210538;0;10.1851852;130;152;11.05475998;66.76251767;750;0;250
20182010F030;3;2010_1;8;50.71952;-71.70502;2010-06-24;90;2.241428591;0;12.962963;97;145;13.09760045;100;1000;0;0
20182010F040;3;2010_1;8;50.7189778;-71.70135;2010-06-24;90;2.282652288;0;53.7037037;233;152;14.82144672;94.72093032;750;500;250
20182010D017;3;2010_1;8;50.73083;-71.68746;2010-06-24;90;2.491079156;0;30.5555556;130;140;16.47256512;96.37147161;2250;0;0
20182010F015;3;2010_1;8;50.72636;-71.6927;2010-06-24;90;2.074717977;0;23.1481481;143.5;246;22.2146078;96.00617953;3750;0;0
20182010F010;3;2010_1;8;50.72951;-71.68767;2010-06-24;90;2.498440481;0;42.5925926;165;251;23.11551928;93.15131143;1750;0;0
20182010D009;3;2010_1;8;50.72757;-71.74202;2010-06-22;88;2.455604351;0;20.3703704;120;269;3.350364421;100;750;0;0
20172010200;3;2010_1;7;50.731056;-71.806389;2010-06-23;89;2.183882399;0;22.2222222;90;141;3.66561073;100;1500;1250;0
20182010D037;3;2010_1;8;50.69947;-71.72557;2010-06-22;88;1.653514307;42.85714286;41.6666667;120;214;4.230713393;100;20500;0;0
20182010F054;3;2010_1;8;50.73503;-71.67333;2010-06-24;90;2.271023204;0;35.1851852;120;143;4.566041532;100;750;0;0
20182010D049;3;2010_1;8;50.7193;-71.73399;2010-06-22;88;2.086428963;0;23.1481481;140;201;5.5260668;100;750;0;0
20182010F045;3;2010_1;8;50.69955;-71.72717;2010-06-22;88;2.163161599;0;21.2962963;130;200;5.850287051;100;2000;0;0
20172010191;3;2010_1;7;50.713135;-71.831741;2010-06-23;89;2.22995387;1.098901099;26.8518519;104;110;6.351272966;75.29198289;2000;3500;0
20182010F048;3;2010_1;8;50.73347;-71.67417;2010-06-24;90;2.279045023;0;33.3333333;110;144;7.553504052;92.62619902;3000;0;0
20182010F007;3;2010_1;8;50.72815;-71.74335;2010-06-22;88;1.367741603;0;29.6296296;140;285;7.576339506;96.23783795;1750;0;0
20172010194;3;2010_1;7;50.714254;-71.833897;2010-06-23;89;2.418268898;0;24.0740741;90;106;7.724487827;83.48860415;2000;6500;0
20182010F020;3;2010_1;8;50.6983;-71.70483;2010-06-22;88;2.321428403;0;25.9259259;180;152;7.795512742;100;2000;1250;0
20182010D045;3;2010_1;8;50.71722;-71.7381;2010-06-22;88;2.033876791;5.494505495;31.4814815;160;193;7.897979725;94.76936482;10750;0;0
20182010D005;3;2010_1;8;50.70586;-71.79481;2010-06-22;88;1.577869481;2.197802198;12.037037;125;302;7.93616186;100;1000;1250;0
20182010F047;3;2010_1;8;50.70134;-71.72661;2010-06-22;88;1.96600247;0;24.0740741;139;203;8.138890428;100;2750;0;250
20182010F028;3;2010_1;8;50.72107;-71.70362;2010-06-24;90;2.474808633;0;16.6666667;72.4;146;9.069613272;94.85897356;1000;250;0
20182010F066;3;2010_1;8;50.727663;-71.83721;2010-06-23;89;2.409692919;0;25;90;108;9.891754022;100;1750;250;0
201720101;3;2010_2;7;49.71190464;-71.34666516;2010-05-19;57;2.396054451;0;40.7407407;163.8888889;99;13.08297265;81.67375923;1750;5750;250
201720109;3;2010_2;7;49.70546407;-71.34165371;2010-05-19;57;2.434903577;2.197802198;31.4814815;145;95;16.7753087;89.63447204;7250;1000;1250
20202011MG036;3;2011_1;9;50.63721;-67.68081;2011-06-15;49;2.249942125;0;65.7407407;280;229;10.26717046;100;750;0;0
20202013UA112;3;2013_2;7;51.76017;-68.09248;2013-07-10;92;2.081859769;0;50;150;120.5;10.4273705;84.19537074;1750;5750;0
20202013UA104;3;2013_2;7;51.69077;-68.10892;2013-07-10;92;1.863633599;0;53.7037037;170;121;10.88744502;100;3000;0;750
20202013UA096;3;2013_2;7;51.70923;-68.07009;2013-07-10;92;2.007691818;0;59.2592593;220;126;14.50174173;95.65728951;3250;750;0
20202013UA073;3;2013_2;7;51.76052;-67.99326;2013-07-10;92;1.461861994;0;62.037037;190;114.5;6.082575652;96.10829996;3750;0;0
20202013UA080;3;2013_2;7;51.74183;-68.03586;2013-07-10;92;2.107031106;4.395604396;53.7037037;180;125;8.527393955;96.79070417;7000;250;0
20202013UA100;3;2013_2;7;51.6887;-68.11192;2013-07-10;92;1.645183904;13.18681319;35.1851852;140;125;9.35386225;100;4000;0;0
20202016ME005;3;2016_1;4;50.59723;-68.44012;2016-06-12;47;1.367339607;9.89010989;35.1851852;420;130;24.73346245;100;1750;0;0
20192005R030;4;2005_1;14;49.98322;-73.18874;2005-06-06;37;2.274676803;0;75.9259259;125;194;12.03728141;75.63095246;1000;0;0
20192005R037;4;2005_1;14;50.01966;-73.22732;2005-06-06;38;2.131119514;9.89010989;39.8148148;118.5;79.5;3.590742625;94.90620802;1750;3500;0
20192005P024;4;2005_2;14;50.49574;-72.60265;2005-06-03;38;2.208886251;4.395604396;44.4444444;170;111;10.73647183;99.99762992;1500;0;0
20192005R011;4;2005_2;14;50.50895;-72.59898;2005-06-03;38;2.515135608;4.395604396;73.1481481;180;88;11.16225586;100;5250;0;0
20192005P025;4;2005_2;14;50.4964;-72.60423;2005-06-03;38;2.267384;5.494505495;49.0740741;205;122;13.39376864;100;5750;250;0
20192005R006;4;2005_2;14;50.4941;-72.68531;2005-06-02;39;2.610781701;2.197802198;41.6666667;231;122;15.93666433;90.84868429;2000;0;500
20192005P026;4;2005_2;14;50.50631;-72.60225;2005-06-03;38;2.134788017;5.494505495;62.037037;220;73;4.586069187;99.99445157;4250;0;0
20192005X025;4;2005_2;14;50.5049;-72.60197;2005-06-03;38;1.91031313;1.098901099;63.8888889;201;133;5.387915247;82.65078415;3250;0;0
20192005X019;4;2005_2;14;50.49229;-72.68708;2005-06-02;38;2.411939036;0;39.8148148;170;123;6.703852372;58.78640055;2500;0;0
20192005P027;4;2005_2;14;50.50692;-72.60351;2005-06-03;38;2.452339141;3.296703297;60.1851852;149;85;8.055467781;99.999961;3000;250;0
20192005R007;4;2005_2;14;50.4955;-72.60426;2005-06-03;38;2.278686113;6.593406593;49.0740741;250;258;8.199741513;100;6250;500;0
20192005P009;4;2005_3;14;50.24822;-72.36031;2005-06-03;34;2.19144465;7.692307692;67.5925926;235;140;10.704448;89.89697283;3250;1000;0
20192005P016;4;2005_3;14;50.26024;-72.33862;2005-06-03;36;2.355995142;9.89010989;75;240;166;18.52923332;100;2250;750;0
20192005P006;4;2005_3;14;50.25065;-72.3583;2005-06-03;34;2.289147604;10.98901099;77.7777778;340;151;18.64402792;82.35602949;13250;4750;0
20182005D084;4;2005_4;13;50.28115;-72.12816;2005-06-05;45;2.319988657;3.296703297;75;420;90;2.211896671;59.8315108;3000;5750;0
